t_ms,clip_id,ax,ay,az,gx,gy,gz,label
112757,3,0.888062,-0.429932,-0.679443,29.968262,-40.649414,-43.273926,circulos
112767,3,0.895386,-0.467529,-0.697266,25.146484,-42.114258,-50.109863,circulos
112777,3,0.890991,-0.555542,-0.667114,21.789551,-46.020508,-56.884766,circulos
112787,3,0.866821,-0.684082,-0.581787,17.150879,-46.081543,-55.603027,circulos
112797,3,0.86853,-0.689209,-0.556274,14.953613,-44.311523,-51.513672,circulos
112807,3,0.859253,-0.68811,-0.540039,14.770508,-42.419434,-45.532227,circulos
112817,3,0.858521,-0.654785,-0.525391,14.038086,-41.137695,-39.18457,circulos
112827,3,0.857422,-0.625977,-0.52002,13.61084,-37.29248,-29.23584,circulos
112848,3,0.899658,-0.583008,-0.648315,8.239746,-35.766602,-27.587891,circulos
112858,3,0.903931,-0.57666,-0.677124,1.525879,-36.987305,-30.944824,circulos
112868,3,0.902466,-0.566162,-0.708496,-5.371094,-38.269043,-34.606934,circulos
112878,3,0.900757,-0.568848,-0.716309,-8.300781,-40.771484,-36.92627,circulos
112888,3,0.836182,-0.616821,-0.612061,-7.629395,-47.180176,-37.658691,circulos
112898,3,0.805908,-0.630615,-0.567139,-10.070801,-47.180176,-36.987305,circulos
112908,3,0.791016,-0.625977,-0.55603,-13.549805,-45.776367,-36.254883,circulos
112918,3,0.782104,-0.626831,-0.543945,-16.479492,-43.518066,-35.217285,circulos
112928,3,0.782227,-0.648437,-0.563599,-18.371582,-41.503906,-33.569336,circulos
112938,3,0.784302,-0.66333,-0.565796,-24.353027,-39.611816,-30.456543,circulos
112948,3,0.782104,-0.661987,-0.592163,-26.916504,-39.0625,-28.503418,circulos
112958,3,0.781616,-0.666382,-0.587158,-28.320312,-40.649414,-27.648926,circulos
112968,3,0.762207,-0.682617,-0.551025,-28.808594,-44.372559,-27.832031,circulos
112978,3,0.743286,-0.702881,-0.482056,-30.395508,-47.241211,-27.954102,circulos
112988,3,0.7229,-0.711792,-0.405151,-33.203125,-46.447754,-27.893066,circulos
113008,3,0.721191,-0.685181,-0.3302,-44.616699,-40.710449,-27.770996,circulos
113018,3,0.726318,-0.68689,-0.352295,-47.363281,-37.841797,-28.747559,circulos
113028,3,0.738647,-0.700928,-0.387939,-51.696777,-35.400391,-30.456543,circulos
113038,3,0.746216,-0.709839,-0.407593,-57.617187,-33.813477,-33.02002,circulos
113048,3,0.734863,-0.732788,-0.402344,-66.467285,-34.240723,-35.095215,circulos
113058,3,0.721558,-0.747192,-0.353027,-68.359375,-34.912109,-33.752441,circulos
113068,3,0.717285,-0.758057,-0.311035,-69.580078,-34.973145,-30.944824,circulos
113079,3,0.715576,-0.758545,-0.275024,-70.556641,-33.691406,-27.526855,circulos
113088,3,0.71936,-0.749756,-0.277222,-71.411133,-31.25,-23.55957,circulos
113098,3,0.715332,-0.75293,-0.339233,-72.998047,-26.489258,-17.028809,circulos
113108,3,0.719971,-0.770264,-0.347046,-75.805664,-26.306152,-14.953613,circulos
113118,3,0.706299,-0.768311,-0.310547,-78.735352,-26.489258,-12.512207,circulos
113129,3,0.691284,-0.778442,-0.286743,-80.322266,-27.160645,-9.58252,circulos
113139,3,0.677368,-0.765991,-0.245972,-82.458496,-27.22168,-6.774902,circulos
113149,3,0.665039,-0.748291,-0.206909,-84.289551,-25.756836,-1.586914,circulos
113172,3,0.63562,-0.70813,-0.228027,-90.393066,-21.911621,2.075195,circulos
113181,3,0.609985,-0.713989,-0.225952,-91.308594,-20.812988,4.150391,circulos
113191,3,0.595337,-0.726807,-0.227295,-90.698242,-19.714355,9.094238,circulos
113210,3,0.539429,-0.734741,-0.129761,-88.500977,-21.66748,14.709473,circulos
113219,3,0.519409,-0.738159,-0.133057,-87.097168,-19.836426,19.40918,circulos
113229,3,0.49707,-0.729736,-0.161255,-87.585449,-17.211914,23.681641,circulos
113239,3,0.475098,-0.711304,-0.187988,-88.439941,-16.540527,29.47998,circulos
113249,3,0.450806,-0.685425,-0.162598,-87.585449,-16.967773,37.04834,circulos
113259,3,0.397827,-0.651855,-0.043091,-79.345703,-18.676758,56.274414,circulos
113269,3,0.318115,-0.584473,0.004761,-72.387695,-17.39502,66.711426,circulos
113279,3,0.276611,-0.555664,0.037964,-65.551758,-15.991211,75.98877,circulos
113289,3,0.262695,-0.51355,0.067993,-60.36377,-13.85498,84.472656,circulos
113299,3,0.256592,-0.47583,0.109985,-57.128906,-11.71875,90.637207,circulos
113309,3,0.248535,-0.445679,0.143188,-55.236816,-7.446289,94.116211,circulos
113319,3,0.247314,-0.39209,0.148071,-58.959961,-5.615234,93.505859,circulos
113329,3,0.270386,-0.344849,0.130737,-63.354492,-5.310059,92.224121,circulos
113339,3,0.282471,-0.31665,0.139404,-65.795898,-6.652832,89.538574,circulos
113349,3,0.292114,-0.286865,0.178101,-66.040039,-8.300781,85.81543,circulos
113359,3,0.29541,-0.26416,0.23645,-64.697266,-9.094238,81.848145,circulos
113369,3,0.268677,-0.278442,0.365234,-60.668945,-6.347656,74.645996,circulos
113379,3,0.244141,-0.297241,0.393921,-62.072754,-2.319336,70.739746,circulos
113389,3,0.223633,-0.281616,0.401855,-66.101074,3.234863,67.504883,circulos
113399,3,0.232178,-0.253052,0.403809,-70.007324,10.009766,65.063477,circulos
113409,3,0.248169,-0.231567,0.403198,-71.228027,16.296387,62.072754,circulos
113419,3,0.281372,-0.220703,0.301147,-75.195312,26.062012,55.053711,circulos
113429,3,0.363037,-0.171631,0.246826,-77.575684,27.770996,51.269531,circulos
113439,3,0.38916,-0.136963,0.240356,-77.880859,27.038574,49.01123,circulos
113449,3,0.41333,-0.12854,0.282227,-73.913574,27.099609,48.522949,circulos
113459,3,0.422363,-0.127319,0.318359,-70.556641,28.259277,48.339844,circulos
113470,3,0.410889,-0.102661,0.327026,-73.364258,36.865234,47.424316,circulos
113480,3,0.419067,-0.006714,0.249023,-73.181152,42.236328,46.447754,circulos
113489,3,0.439453,0.05835,0.196167,-70.43457,45.349121,44.494629,circulos
113499,3,0.486572,0.064697,0.189697,-66.162109,46.508789,41.442871,circulos
113510,3,0.480225,0.042847,0.234009,-60.913086,45.349121,37.29248,circulos
113519,3,0.494873,0.077148,0.254639,-60.974121,46.508789,16.662598,circulos
113530,3,0.552612,0.094238,0.190186,-61.584473,54.992676,22.155762,circulos
113540,3,0.575439,0.090332,0.135864,-59.997559,58.837891,18.554687,circulos
113550,3,0.602661,0.106934,0.063477,-59.326172,61.584473,16.540527,circulos
113560,3,0.634766,0.126709,0.021973,-57.250977,62.37793,16.601562,circulos
113570,3,0.630493,0.157837,0.023682,-50.231934,61.523437,19.40918,circulos
113580,3,0.696533,0.125,-0.00061,-26.306152,57.739258,30.761719,circulos
113590,3,0.707153,0.102661,0.03125,-20.874023,52.79541,29.602051,circulos
113600,3,0.692993,0.088623,0.02124,-22.460937,51.147461,28.869629,circulos
113610,3,0.67981,0.105957,0.008911,-26.123047,51.940918,28.564453,circulos
113620,3,0.680298,0.149048,0.013184,-26.428223,53.588867,27.282715,circulos
113630,3,0.683594,0.149048,0.029053,-17.456055,58.349609,27.22168,circulos
113640,3,0.741089,0.184326,-0.01355,-15.50293,62.438965,29.418945,circulos
113650,3,0.780762,0.20166,-0.057983,-12.451172,65.063477,32.226562,circulos
113660,3,0.805176,0.213135,-0.098755,-8.361816,65.734863,35.03418,circulos
113670,3,0.827148,0.222412,-0.133545,-4.455566,64.208984,38.146973,circulos
113680,3,0.843628,0.237427,-0.14856,-1.098633,62.683105,42.175293,circulos
113703,3,0.851685,0.32373,-0.06958,1.220703,55.969238,36.804199,circulos
113712,3,0.840576,0.337158,-0.03125,-0.671387,57.617187,32.409668,circulos
113721,3,0.859985,0.361328,-0.051147,-2.13623,60.852051,28.259277,circulos
113731,3,0.865234,0.376465,-0.094604,-2.929688,64.147949,23.864746,circulos
113741,3,0.871704,0.402222,-0.153076,-0.427246,68.481445,16.601562,circulos
113750,3,0.873169,0.384644,-0.182129,0.915527,69.519043,13.427734,circulos
113761,3,0.889404,0.392578,-0.222046,3.417969,70.251465,10.437012,circulos
113771,3,0.897217,0.377319,-0.251831,6.958008,69.824219,8.422852,circulos
113781,3,0.921143,0.350708,-0.256104,10.986328,68.42041,7.69043,circulos
113791,3,0.918579,0.333496,-0.24353,16.052246,67.504883,5.310059,circulos
113801,3,0.88501,0.320313,-0.29126,14.282227,70.3125,4.516602,circulos
113810,3,0.866455,0.314087,-0.355591,12.695313,72.814941,3.662109,circulos
113821,3,0.885864,0.323486,-0.424438,12.512207,73.181152,3.601074,circulos
113831,3,0.902588,0.312378,-0.396729,16.235352,69.702148,4.455566,circulos
113841,3,0.893311,0.315674,-0.305664,24.230957,64.025879,10.742188,circulos
113861,3,0.875488,0.37085,-0.130005,39.733887,56.518555,7.751465,circulos
113871,3,0.868774,0.443726,-0.140991,34.484863,60.60791,0.183105,circulos
113881,3,0.852783,0.504883,-0.197632,31.066895,65.429687,-10.742188,circulos
113891,3,0.868652,0.543457,-0.257935,28.869629,71.350098,-25.146484,circulos
113901,3,0.912109,0.501587,-0.451416,27.587891,76.293945,-57.556152,circulos
113911,3,1.00415,0.463745,-0.510376,23.681641,74.645996,-72.44873,circulos
113921,3,1.026978,0.386719,-0.516479,17.578125,71.472168,-83.557129,circulos
113931,3,1.035034,0.365845,-0.509155,15.625,68.42041,-89.233398,circulos
113941,3,1.055664,0.281372,-0.57959,19.65332,66.162109,-88.012695,circulos
113951,3,1.096191,0.181763,-0.601074,39.550781,60.60791,-68.786621,circulos
113961,3,1.170532,0.095703,-0.561768,46.508789,55.908203,-55.908203,circulos
113971,3,1.186768,0.154907,-0.562256,50.537109,53.771973,-44.616699,circulos
113981,3,1.207031,0.226685,-0.591553,55.847168,53.710937,-36.132812,circulos
113991,3,1.218262,0.302002,-0.647339,59.143066,52.67334,-32.653809,circulos
114001,3,1.238892,0.348389,-0.682617,59.020996,34.545898,-43.640137,circulos
114022,3,1.287476,0.2323,-0.693237,58.654785,37.780762,-61.218262,circulos
114032,3,1.306396,0.151855,-0.667725,64.51416,34.301758,-65.246582,circulos
114041,3,1.313599,0.096069,-0.660278,69.274902,31.677246,-65.368652,circulos
114052,3,1.323608,0.071655,-0.65686,71.044922,29.35791,-61.279297,circulos
114062,3,1.337036,0.065063,-0.615601,79.101562,26.184082,-48.76709,circulos
114071,3,1.352905,0.060059,-0.636719,83.435059,25.45166,-43.151855,circulos
114082,3,1.380859,0.085937,-0.6875,83.251953,24.597168,-41.07666,circulos
114092,3,1.396973,0.097534,-0.710937,79.345703,21.484375,-44.250488,circulos
114102,3,1.401001,0.066406,-0.729126,76.35498,16.662598,-50.292969,circulos
114112,3,1.406128,0.004639,-0.755249,68.54248,7.385254,-62.011719,circulos
114122,3,1.396118,-0.090942,-0.789307,67.077637,1.77002,-62.927246,circulos
114132,3,1.36377,-0.109253,-0.787842,70.739746,-3.479004,-59.997559,circulos
114142,3,1.328735,-0.084839,-0.747559,78.979492,-5.92041,-53.649902,circulos
114152,3,1.303345,-0.060425,-0.722656,86.05957,-7.69043,-47.119141,circulos
114162,3,1.261963,-0.012573,-0.70459,89.294434,-9.094238,-45.166016,circulos
114183,3,1.210449,0.002441,-0.725586,86.914062,-12.084961,-57.250977,circulos
114192,3,1.178467,-0.03479,-0.717163,84.899902,-14.953613,-64.51416,circulos
114202,3,1.151978,-0.067871,-0.700073,82.946777,-17.333984,-70.3125,circulos
114212,3,1.118774,-0.100708,-0.682495,81.176758,-20.080566,-73.486328,circulos
114222,3,1.051025,-0.150879,-0.683716,80.627441,-23.31543,-74.279785,circulos
114232,3,1.050903,-0.160034,-0.678589,79.956055,-25.20752,-73.120117,circulos
114242,3,1.034912,-0.186157,-0.670776,79.101562,-26.306152,-73.791504,circulos
114252,3,1.050659,-0.186646,-0.672119,78.552246,-25.878906,-75.500488,circulos
114263,3,1.048828,-0.209351,-0.69519,77.514648,-25.634766,-77.880859,circulos
114273,3,1.055542,-0.231445,-0.722656,79.406738,-24.963379,-83.435059,circulos
114283,3,1.071777,-0.322021,-0.794434,78.674316,-26.062012,-85.144043,circulos
114293,3,1.075928,-0.364014,-0.816528,76.599121,-27.954102,-85.510254,circulos
114303,3,1.085815,-0.396606,-0.848022,74.401855,-31.066895,-84.106445,circulos
114313,3,1.092773,-0.411865,-0.881104,71.716309,-35.461426,-81.237793,circulos
114323,3,1.080566,-0.43042,-0.85144,72.387695,-40.710449,-71.594238,circulos
114345,3,1.047729,-0.507324,-0.744873,68.54248,-51.086426,-64.758301,circulos
114354,3,1.032959,-0.506958,-0.741455,61.645508,-52.185059,-63.598633,circulos
114363,3,1.033203,-0.513428,-0.740356,54.6875,-52.856445,-63.659668,circulos
114373,3,1.029907,-0.530396,-0.741821,50.476074,-52.79541,-64.331055,circulos
114383,3,1.035889,-0.571045,-0.740967,46.508789,-54.504395,-66.223145,circulos
114393,3,1.01062,-0.585083,-0.731812,43.334961,-57.373047,-66.711426,circulos
114403,3,1.003418,-0.602173,-0.737061,40.588379,-59.265137,-66.589355,circulos
114413,3,0.988892,-0.638794,-0.724365,39.672852,-61.828613,-64.575195,circulos
114423,3,0.966553,-0.655029,-0.687012,37.963867,-64.63623,-61.096191,circulos
114433,3,0.942993,-0.643311,-0.636841,32.775879,-65.856934,-51.452637,circulos
114443,3,0.905151,-0.606689,-0.578003,31.12793,-64.39209,-48.461914,circulos
114453,3,0.907471,-0.591309,-0.583984,27.770996,-62.194824,-46.99707,circulos
114463,3,0.912231,-0.59375,-0.583618,22.460937,-59.936523,-47.241211,circulos
114473,3,0.903809,-0.603638,-0.55835,15.258789,-59.326172,-49.01123,circulos
114483,3,0.886841,-0.601562,-0.543823,6.286621,-58.71582,-54.443359,circulos
114504,3,0.879272,-0.602417,-0.480225,-5.737305,-52.91748,-59.204102,circulos
114513,3,0.880493,-0.638428,-0.487183,-8.483887,-50.415039,-62.744141,circulos
114523,3,0.900391,-0.655518,-0.5271,-13.977051,-46.99707,-67.749023,circulos
114534,3,0.904541,-0.700806,-0.562378,-18.859863,-42.724609,-74.523926,circulos
114543,3,0.91333,-0.821289,-0.62085,-33.996582,-37.902832,-86.547852,circulos
114554,3,0.904541,-0.873169,-0.646118,-44.189453,-37.902832,-90.393066,circulos
114564,3,0.851562,-0.915771,-0.615479,-52.67334,-39.001465,-90.820312,circulos
114573,3,0.810913,-0.92334,-0.598877,-60.302734,-38.696289,-86.853027,circulos
114583,3,0.790405,-0.924561,-0.546265,-64.086914,-37.719727,-80.13916,circulos
114594,3,0.714111,-0.942871,-0.51355,-62.683105,-42.175293,-61.035156,circulos
114604,3,0.616943,-0.91272,-0.361816,-63.354492,-39.794922,-50.842285,circulos
114614,3,0.567139,-0.889648,-0.302368,-63.232422,-36.743164,-40.283203,circulos
114624,3,0.538208,-0.87207,-0.282227,-64.758301,-30.944824,-31.066895,circulos
114634,3,0.514526,-0.850708,-0.301392,-68.725586,-23.498535,-23.498535,circulos
114644,3,0.500122,-0.815308,-0.3479,-74.584961,-2.01416,-13.122559,circulos
114664,3,0.466553,-0.674683,-0.511353,-84.960937,-19.775391,-6.225586,circulos
114674,3,0.472778,-0.644165,-0.457397,-79.956055,-26.306152,-2.563477,circulos
114684,3,0.436646,-0.670166,-0.296875,-70.861816,-32.409668,1.159668,circulos
114693,3,0.403442,-0.707642,-0.149048,-65.551758,-32.958984,4.516602,circulos
114704,3,0.389404,-0.699951,-0.089722,-75.378418,-20.935059,7.385254,circulos
114714,3,0.38562,-0.676147,-0.100586,-80.749512,-14.465332,7.93457,circulos
114724,3,0.389404,-0.687378,-0.113892,-84.04541,-10.070801,8.056641,circulos
114734,3,0.402832,-0.711426,-0.102173,-88.256836,-7.202148,7.995605,circulos
114744,3,0.409668,-0.698242,-0.080811,-94.543457,-4.333496,8.178711,circulos
114754,3,0.420166,-0.661865,-0.070557,-103.637695,0.488281,7.751465,circulos
114764,3,0.432373,-0.692627,-0.071899,-103.942871,2.380371,7.873535,circulos
114774,3,0.432739,-0.675659,-0.086182,-107.543945,4.272461,8.422852,circulos
114784,3,0.445435,-0.61438,-0.06897,-110.595703,5.981445,9.643555,circulos
114794,3,0.443604,-0.582275,-0.047729,-108.947754,7.385254,11.474609,circulos
114804,3,0.45813,-0.575195,-0.042114,-105.712891,10.314941,14.404297,circulos
114827,3,0.487305,-0.606445,-0.098267,-105.773926,25.695801,12.756348,circulos
114836,3,0.496216,-0.614136,-0.11499,-108.154297,29.47998,12.268066,circulos
114846,3,0.487793,-0.620239,-0.132446,-110.778809,31.982422,13.427734,circulos
114855,3,0.469971,-0.628906,-0.134521,-95.031738,37.109375,22.216797,circulos
114874,3,0.403442,-0.626831,-0.053101,-95.336914,39.672852,41.137695,circulos
114884,3,0.39624,-0.606201,-0.020386,-87.646484,40.95459,51.818848,circulos
114894,3,0.384766,-0.598877,-0.001709,-80.078125,41.809082,61.401367,circulos
114904,3,0.36377,-0.593262,0.022583,-72.998047,41.625977,68.603516,circulos
114914,3,0.369873,-0.574951,0.039551,-63.720703,40.710449,79.223633,circulos
114924,3,0.336914,-0.546387,0.024902,-61.706543,39.489746,82.336426,circulos
114934,3,0.319092,-0.517212,-0.022339,-62.62207,38.452148,86.242676,circulos
114944,3,0.330078,-0.460205,-0.076782,-66.52832,39.855957,90.270996,circulos
114955,3,0.344604,-0.412598,-0.096436,-66.101074,39.550781,93.566895,circulos
114964,3,0.363892,-0.372559,-0.084106,-59.692383,33.325195,102.661133,circulos
114985,3,0.351929,-0.317749,0.137085,-44.799805,6.286621,103.45459,circulos
114995,3,0.341553,-0.282593,0.207886,-49.255371,5.92041,100.036621,circulos
115004,3,0.334961,-0.210449,0.247681,-56.57959,9.70459,94.970703,circulos
115015,3,0.325317,-0.143921,0.251831,-62.683105,15.625,87.768555,circulos
115025,3,0.326538,-0.061646,0.150757,-67.565918,27.22168,73.486328,circulos
115035,3,0.393188,-0.025513,0.094238,-67.321777,28.991699,69.396973,circulos
115045,3,0.414917,0.012451,0.078247,-65.063477,27.404785,68.115234,circulos
115055,3,0.444214,0.037964,0.081177,-59.143066,25.20752,68.29834,circulos
115065,3,0.467407,0.042969,0.108521,-52.368164,23.55957,68.359375,circulos
115075,3,0.504028,0.005615,0.141235,-48.64502,19.165039,63.232422,circulos
115085,3,0.513062,0.005859,0.202271,-57.067871,20.812988,56.335449,circulos
115095,3,0.516968,0.06665,0.195923,-66.955566,25.146484,47.851562,circulos
115105,3,0.515137,0.123291,0.192871,-72.631836,30.029297,40.344238,circulos
115115,3,0.592529,0.160645,0.167236,-73.181152,35.27832,34.484863,circulos
115125,3,0.59436,0.173462,0.145996,-71.105957,39.855957,23.193359,circulos
115147,3,0.714111,0.238159,0.049316,-49.743652,41.320801,25.268555,circulos
115157,3,0.743774,0.275024,0.02771,-46.203613,41.564941,25.146484,circulos
115166,3,0.76416,0.297485,-0.013062,-45.10498,41.625977,23.925781,circulos
115175,3,0.786865,0.294678,-0.05896,-41.931152,43.579102,22.583008,circulos
115185,3,0.835083,0.221313,-0.162231,-33.447266,50.415039,19.897461,circulos
115195,3,0.864624,0.182983,-0.206543,-27.709961,50.537109,19.836426,circulos
115205,3,0.855957,0.149536,-0.244751,-23.254395,49.499512,22.216797,circulos
115215,3,0.849243,0.174927,-0.258789,-18.554687,47.180176,25.939941,circulos
115225,3,0.793457,0.194946,-0.217773,-10.009766,40.771484,30.212402,circulos
115235,3,0.835693,0.195801,-0.12915,3.967285,28.808594,35.766602,circulos
115245,3,0.830688,0.215698,0.008911,3.417969,26.855469,29.907227,circulos
115255,3,0.823853,0.232788,0.039063,1.220703,27.160645,25.45166,circulos
115265,3,0.816162,0.239746,0.030518,-0.061035,30.578613,21.850586,circulos
115275,3,0.797729,0.259766,-0.005981,0.183105,35.03418,19.104004,circulos
115285,3,0.818481,0.279785,-0.051392,0.915527,38.330078,14.831543,circulos
115306,3,0.774048,0.265381,-0.07312,-2.197266,36.499023,4.638672,circulos
115315,3,0.770386,0.239746,-0.073364,-2.441406,36.682129,0.488281,circulos
115326,3,0.779663,0.216187,-0.057617,-0.976562,37.719727,-2.441406,circulos
115336,3,0.802002,0.225464,-0.024048,2.685547,39.0625,-3.356934,circulos
115346,3,0.848877,0.247192,0.066162,15.50293,41.870117,-1.647949,circulos
115356,3,0.876953,0.266846,0.063354,18.859863,46.936035,-2.319336,circulos
115365,3,0.895386,0.290649,0.009155,17.028809,54.016113,-4.882812,circulos
115376,3,0.90332,0.318359,-0.08728,11.779785,59.570312,-9.338379,circulos
115386,3,0.917725,0.338135,-0.216675,7.629395,63.842773,-14.770508,circulos
115396,3,0.954712,0.322388,-0.358887,9.155273,62.072754,-24.841309,circulos
115406,3,1.020874,0.220337,-0.515381,11.352539,54.321289,-27.648926,circulos
115416,3,1.054321,0.171021,-0.435059,14.770508,43.884277,-26.550293,circulos
115426,3,1.02832,0.118896,-0.259033,20.751953,35.522461,-22.460937,circulos
115436,3,0.990601,0.12085,-0.133301,24.780273,32.897949,-15.808105,circulos
115446,3,0.943604,0.146851,-0.065063,27.648926,37.414551,-8.300781,circulos
115468,3,0.900513,0.210815,-0.197998,40.527344,63.964844,9.82666,circulos
115477,3,0.910889,0.195312,-0.262817,41.870117,68.908691,11.657715,circulos
115486,3,0.924316,0.205078,-0.365723,41.381836,71.044922,12.268066,circulos
115496,3,0.967896,0.232178,-0.457886,41.07666,69.580078,12.329102,circulos
115506,3,1.005371,0.216675,-0.361206,53.405762,54.321289,10.620117,circulos
115516,3,0.99646,0.168945,-0.228516,55.358887,49.377441,6.835937,circulos
115526,3,0.988647,0.201782,-0.155273,50.537109,50.415039,2.929688,circulos
115536,3,0.980713,0.235718,-0.171021,46.447754,55.480957,-0.732422,circulos
115546,3,0.998779,0.26416,-0.266968,45.959473,60.974121,-3.78418,circulos
115556,3,1.028564,0.284546,-0.358887,46.508789,65.063477,-8.422852,circulos
115566,3,1.091064,0.272949,-0.499146,46.020508,62.37793,-12.878418,circulos
115576,3,1.111328,0.222656,-0.527466,46.020508,59.082031,-16.418457,circulos
115586,3,1.120972,0.178589,-0.485229,48.339844,54.321289,-17.089844,circulos
115597,3,1.103638,0.149658,-0.393921,52.856445,50.231934,-14.099121,circulos
115606,3,1.122437,0.148804,-0.351318,57.983398,49.255371,-5.249023,circulos
115627,3,1.157593,0.27124,-0.466187,57.617187,51.513672,-11.291504,circulos
115637,3,1.198242,0.267212,-0.544434,56.091309,51.025391,-18.005371,circulos
115647,3,1.225586,0.271973,-0.631958,53.161621,48.339844,-26.306152,circulos
115657,3,1.249878,0.232178,-0.692505,50.292969,43.151855,-34.423828,circulos
115667,3,1.259033,0.149292,-0.645386,53.283691,30.700684,-40.649414,circulos
115677,3,1.24231,0.113892,-0.575806,57.128906,26.977539,-38.879395,circulos
115687,3,1.232666,0.147217,-0.515869,61.523437,25.695801,-34.667969,circulos
115697,3,1.223511,0.194336,-0.517212,64.941406,26.245117,-31.494141,circulos
115707,3,1.215332,0.228516,-0.536987,67.932129,26.733398,-29.907227,circulos
115717,3,1.209473,0.248413,-0.554199,68.786621,24.414062,-34.545898,circulos
115727,3,1.189819,0.293213,-0.550903,69.519043,24.536133,-39.855957,circulos
115737,3,1.226318,0.276611,-0.637695,68.42041,24.902344,-47.363281,circulos
115747,3,1.244385,0.249878,-0.731812,64.63623,22.155762,-57.067871,circulos
115757,3,1.318359,0.205933,-0.78833,62.255859,16.845703,-66.467285,circulos
115767,3,1.208496,0.127563,-0.742187,65.429687,10.192871,-71.289062,circulos
115789,3,1.220581,0.094727,-0.583984,76.11084,1.77002,-68.908691,circulos
115798,3,1.224243,0.095093,-0.572144,77.026367,3.601074,-67.443848,circulos
115808,3,1.227051,0.088745,-0.598022,78.063965,5.615234,-67.749023,circulos
115817,3,1.256836,0.100708,-0.642212,78.552246,6.774902,-68.54248,circulos
115827,3,1.255371,0.077148,-0.71521,80.13916,1.342773,-73.059082,circulos
115837,3,1.280396,0.034912,-0.766724,81.848145,-2.01416,-75.317383,circulos
115847,3,1.282593,0.040771,-0.790894,79.650879,-5.737305,-78.674316,circulos
115858,3,1.274658,0.027588,-0.795654,77.514648,-9.277344,-83.068848,circulos
115868,3,1.277954,-0.008179,-0.826294,76.23291,-13.061523,-87.70752,circulos
115878,3,1.25647,-0.059204,-0.846069,70.983887,-20.202637,-98.388672,circulos
115887,3,1.25354,-0.202759,-0.848633,70.983887,-23.376465,-101.318359,circulos
115898,3,1.254517,-0.290283,-0.833008,71.350098,-26.550293,-101.928711,circulos
115908,3,1.24353,-0.348267,-0.849609,71.594238,-29.602051,-100.097656,circulos
115918,3,1.248535,-0.386597,-0.882812,74.035645,-32.287598,-95.458984,circulos
115928,3,1.247437,-0.409912,-0.921997,77.392578,-35.27832,-85.449219,circulos
115951,3,1.215454,-0.434082,-0.926636,79.650879,-47.790527,-81.848145,circulos
115961,3,1.194214,-0.459839,-0.929077,75.378418,-51.147461,-83.80127,circulos
115971,3,1.200195,-0.505859,-0.946533,61.706543,-58.898926,-90.209961,circulos
115988,3,1.150757,-0.679199,-0.85376,52.429199,-66.101074,-87.646484,circulos
115998,3,1.130737,-0.712158,-0.789307,50.354004,-67.504883,-82.03125,circulos
116008,3,1.110474,-0.72522,-0.741211,48.706055,-68.29834,-75.98877,circulos
116018,3,1.124634,-0.663818,-0.724609,44.677734,-67.687988,-71.228027,circulos
116028,3,1.014893,-0.713379,-0.760742,38.452148,-66.833496,-70.678711,circulos
116038,3,1.041504,-0.615967,-0.76123,28.564453,-69.824219,-67.260742,circulos
116048,3,0.993896,-0.596069,-0.771851,25.817871,-72.937012,-69.152832,circulos
116058,3,0.968994,-0.617798,-0.757935,23.742676,-75.500488,-70.068359,circulos
116068,3,0.944092,-0.630371,-0.720337,21.240234,-77.758789,-71.594238,circulos
116078,3,0.915405,-0.641479,-0.648926,16.662598,-78.735352,-73.303223,circulos
116088,3,0.870117,-0.638184,-0.57666,9.094238,-79.772949,-74.707031,circulos
116109,3,0.79834,-0.700928,-0.436646,-6.958008,-70.861816,-72.021484,circulos
116119,3,0.822998,-0.723755,-0.428589,-12.512207,-64.331055,-69.519043,circulos
116128,3,0.832886,-0.751953,-0.434448,-17.883301,-59.265137,-66.589355,circulos
116139,3,0.828979,-0.74585,-0.465332,-20.996094,-55.908203,-62.62207,circulos
116149,3,0.828369,-0.708252,-0.487793,-23.31543,-54.443359,-55.053711,circulos
116159,3,0.802246,-0.690674,-0.448975,-25.32959,-56.57959,-54.382324,circulos
116169,3,0.78833,-0.688965,-0.411011,-30.456543,-57.067871,-56.70166,circulos
116179,3,0.797852,-0.675415,-0.375488,-38.269043,-55.603027,-60.180664,circulos
116189,3,0.788452,-0.669312,-0.339966,-45.593262,-53.588867,-63.781738,circulos
116199,3,0.766602,-0.693237,-0.333496,-55.603027,-47.058105,-67.871094,circulos
116209,3,0.747681,-0.783447,-0.372559,-62.62207,-43.334961,-67.993164,circulos
116219,3,0.733643,-0.828735,-0.406616,-70.3125,-39.794922,-66.28418,circulos
116229,3,0.706665,-0.826416,-0.389893,-77.636719,-37.353516,-61.767578,circulos
116239,3,0.678955,-0.802856,-0.361816,-79.528809,-35.400391,-52.55127,circulos
116249,3,0.635742,-0.804077,-0.333496,-76.416016,-33.38623,-31.982422,circulos
116272,3,0.559204,-0.768799,-0.397949,-80.26123,-26.367187,-21.118164,circulos
116283,3,0.550781,-0.759399,-0.379272,-80.932617,-27.282715,-18.371582,circulos
116292,3,0.525879,-0.820557,-0.251831,-82.702637,-32.897949,-15.319824,circulos
116311,3,0.397705,-0.857178,-0.187134,-95.76416,-30.212402,-13.671875,circulos
116320,3,0.36792,-0.847412,-0.17749,-100.830078,-27.832031,-10.864258,circulos
